ID,Topic,Sentiment
4635,sao đúng bài mày kết vậy 🙁🙁🙁,Neutral
4636,tình yêu con nít cọ đít vào nhau ....,Negative
4637,thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,Negative
4638,tao còn độc thân này :((,Negative
4639,ngộ không phiên bản lỗi 😆😆,Negative
4640,per mới bắt đầu tuần thánh mà chúa ơii,Negative
4641,buồn vương mi !!!,Negative
4642,đăng khoa lê lò dầu của mẹ nè anh 😘😘😘,Positive
4643,đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :)),Negative
4644,nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Negative
4645,không biết crush có thích uống nước mắm không để còn tặng nàng chai nam ngư 900ml :)),Positive
4646,"văn minh quá , đường trong sổ đỏ người ta mà !",Negative
4647,lại nhuộm vàng súng ống rồi,Neutral
4648,xuống đi nó không cắn đâu,Neutral
4649,gia đình có nhưng tình yêu không thì sao,Negative
4650,chúng mày giờ mới biết điều này ah ? =)))),Neutral
4651,t cũn gặp 1 ca như vậy mà chúng nó còn chơi chét bánh kem cơ . bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,Negative
4652,"tí tuổi đã hói , chắc kiếp trước ăn ở không ra gì đây",Negative
4653,thì con đỉ mẹ mày ghi nhanh vào .,Negative
4654,"miễn sao có tiền ăn bánh trung thu , mua lồng đèn , đi du lịch =))))",Positive
4655,vẫn ế bền vững,Negative
4656,per hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét . 🤣🤣🤣,Negative
4657,thích thật,Positive
4658,xong bỗng nhiên một ngày mất hút không để lại 1 hạt bụi,Negative
4659,tê tê phê phê sung sướng vãi 😌,Positive
4660,bạn này sau này sẽ khó bước qua cái bóng của vai diễn này 🙂,Neutral
4661,"bác nói v thì tôi cũng xin thua , có tranh luận cũng không như không",Neutral
4662,lại được làm thêm quả nhà nữa . ngon,Positive
4663,tuổi thơ tao dùng n để nướng thằn lằn 😂😂,Positive
4664,lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm,Negative
4665,sợ nhất con quỷ này trên đời,Negative
4666,con cái nhà ai mà bố mẹ chăm cho đẫy đà ngon ngọt thế,Neutral
4667,per nè chị,Neutral
4668,đang bo cuối mà lạ có vị trí đẹp thì đúng là tuyệt vời :))),Positive
4669,cái này là cái gì thế .,Neutral
4670,loz chúng nó là 1 đội . chứ dám chêu người lạ . dm bố mày sút không trượt phát lào,Negative
4671,"đã từng nhưng 10 năm về trước cơ , buồn ghê",Negative
4672,chỉ có trong truyền thuyết . mà khái niệm truyền thuyết trong ngữ văn lớp 6 là không có thật,Neutral
4673,nói mẹ ngoài đời,Negative
4674,ở đâu cũng có người tốt nè anh kkkk,Positive
4675,buồn cho 1 đất nước .,Negative
4676,nghĩ mà buồn vãi =)),Negative
4677,hello đồng nghiệp ;)))) không biết nghiệp gì thôi haha,Positive
4678,"tuyệt với , ước mơ hồi nhỏ của tôi đã được cậu bé này thực hiện",Positive
4679,sao mà mặt boss có thể gian đến thế nhỉ,Neutral
4680,giận con mẹ mày nữa chứ giận :),Negative
4681,âu kề ... anh per đã béo từ khi lấy vợ và giống như tất cả các chàng troai khác :))),Neutral
4682,chơi ngu lỡ người ta té chấn thương đập đầu rồi ai nuôi 😐😐😐 ở vn nó xúm lại đánh hội đồng ôm đầu mà khóc 😅😅😅,Neutral
4683,kinh dị,Negative
4684,"cũng được nhưng cuối video nhai nhỏ tiếng hơn thì tốt . :""(",Negative
4685,"kết nó ở cái câu "" đất nước gia lai là một đất nước giàu tài nguyên , có anh per ""😑",Positive
4686,per tao không gửi cho mọi người . tao chỉ đăng lên facebook cho thiên hạ biết thôi :))),Positive
4687,thành công là cách trả thù xã hội ngọt ngào nhất . đừng vì họ nói mà yếu lòng,Neutral
4688,bởi nói để trung nguyên cho bà thảo thì chắc chắn 100 % với cái bộ óc sáng tạo cùng với sự lãnh đạo tài giỏi và lòng tham hơn người và trí tuệ ngắn hạn sẽ dẫn dắt trung nguyên xuống con mẹ nó giếng luôn .,Negative
4689,mày khá là may mắn khi không học tiếng huế đấy =)),Positive
4690,per đi làm công tình yêu cẩn thận ăn uống nhé,Neutral
4691,có những người đi qua đời bao nhiêu như 1 cơn gió vậy . vô tình nhìn lại . nó lại là quá khứ ...!,Negative
4692,"ngày cuối cùng còn ở lại , bản thân không có bất cứ một cảm xúc gì , trong lòng chỉ độc một mảnh phẳng lặng .",Negative
4693,🙄🙄🙄🙄 tao cũng thích kiểu kể chuyện trước khi đi ngủ . cho đến khi tao ngủ luôn . mà đéo có ai hết . buồn đời,Negative
4694,lúc tối mày cũng nằm mơ nèo nhà mày về . ước gì nó là sự thật 😢,Negative
4695,nó lại hợp lí vãi :v,Positive
4696,nuôi kiểu gì mà lắm ve thế kia ?,Negative
4697,"per bởi , đéo dám tán ai hay tỏ tình",Negative
4698,coi rồi vẫn muốn coi lại 😚😘,Neutral
4699,sao chưa thấy ai tới cứu nhỉ . lỡ xảy ra gì mất điện toàn tỉnh sao .,Neutral
4700,bình phước vẫn là cây chủ lực .,Neutral
4701,má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨,Negative
4702,nhớ gia đình nhỏ nhiều lắm … mà không được về thăm,Negative
4703,"có bài hát "" cuộc đời vẫn đẹp sao , tình yêu vẫn đẹp sao """,Positive
4704,per ghét cái kiểu rõ ràng là chuyện của riêng 2 người vậy mà …,Negative
4705,nhưng kp cười với mày đâu :) ảo tưởng vãi,Negative
4706,một câu chuyện bi đát :((,Negative
4707,sao ý thức kém thế bao nhiêu tâm sức của bao người mà bỏ phí như thế,Negative
4708,còn gì hơn lòng dạ đàn bà ... cũng may tao là một con đàn ông :)),Positive
4709,ngu thì chịu,Negative
4710,tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Negative
4711,chỉ cần sống thật với cảm xúc .. với chính con người bạn là hạnh phúc nhất,Positive
4712,tao giận bạn trai tao và 5 ngày rồi nó đéo dỗ tao luôn hix,Negative
4713,mày lấy sỏi xếp thành tên dume khôn như tao này .,Positive
4714,chuyện tình huyền thoại của per với per :(,Negative
4715,per nghe rồi ngủ đi em,Neutral
4716,may là tao dán kính cường lực,Positive
4717,"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,",Negative
4718,buồn cười vãi ý,Positive
4719,per thế thì nhà nào bầy hàng họ ra vỉa hè thì mình được đuổi đúng không cụ =))),Neutral
4720,đm thế giới này toàn nói thật thì công nhận nhạt nhẽo vãi,Negative
4721,ngày bé tao bị nó dí thế là tao cho nó 1 gậy 🙂 hôm đó tao được ăn thịt ngỗng,Positive
4722,"mất đi một di sản , chứng tích của lịch sử 😓",Negative
4723,ác quá trời ơi,Negative
4724,thời xưa yêu nhau đến chết vẫn yêu ... thời nay yêu không biết chết lúc nào 🤣 cuộc sống nay đáng sợ lắm 🤪,Negative
4725,thất vọng và áp lực tích tụ hằng ngày với tao,Negative
4726,cầu mưa ... mà sao không mưa nhỉ,Neutral
4727,bẩn tính vãi nồi,Negative
4728,a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,Neutral
4729,per mày cũng cắt tóc giống thế đi cho đẹp =)))),Positive
4730,ý tưởng hay,Positive
4731,"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc nhiên và hạnh phúc nhìn sâu lắng , video ngắn nhưng cho người xem si nghỉ mải",Positive
4732,per ồ ồ chân chính chạnh lòng rồi 😂,Positive
4733,nói thật chẳng hiểu thế hệ bây giờ nghĩ gì . động tý vào là kêu này nọ . ở nhà ở trường có vấn đề kêu um lên chứ sau này ra ngoài xã hội mà ngu thì nó vả không trượt phát nào chứ ở đó mà kêu . tiên trách kỷ hậu trách nhân,Negative
4734,nhiều lúc lắm câu hỏi ngớ ngẩn thật,Negative
4735,phạt 5tr thì phạt làm gì ? khác nào tiếp tay truyền bá mê tín dị đoan 😌,Negative
4736,con nhà hư hỏng . bỏ cả nhà đi theo zai . bị nó rũ bỏ vì chửa mới mò về . giờ bắt ai gánh nuôi con . con với cái hư quá thể .,Negative
4737,ảnh này tao thấy mày đăng mấy lần rồi đó admin,Neutral
4738,"làm ở đâu không quan trọng , quan trọng là chị em mình mỗi ngày gặp nhau 9 tiếng cùng làm cùng ăn cùng ngủ chị ngoc thu hen",Positive
4739,ước gì có ai để tao tag vào .,Negative
4740,"per hồi nhỏ bị ngỗng dí riết ám ảnh , giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe",Positive
4741,"vậy đấy , thế nên con gái mới toàn bị lừa =)))",Neutral
4742,tao hiểu mà,Neutral
4743,nhiều khi nghĩ mình không phải con gái mà là 1 thằng đàn ông chính hiệu kkkk ....,Positive
4744,chú lên thay được rồi đấy,Neutral
4745,"như mình mà trèo lên là bị phóng điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",Neutral
4746,chỉ là muốn thôi . chứ chờ đợi không biết thời điểm nào thì cái sự mong muốn đó mới tới,Neutral
4747,biết giả vẫn phải tạo,Negative
4748,chúng tôi xin lỗi và rút kinh nghiệm,Neutral
4749,chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoii,Positive
4750,bộ phim anime đầu tiên mình xem thấy bác hói được buff sức mạnh kinh vkl =))),Neutral
4751,ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,Negative
4752,chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn,Negative
4753,tao là thằng chưa bao giờ giận người yêu vì người yêu tao không bao giờ làm gì có lỗi hết,Positive
4754,thôi có gì đâu mà cãi,Neutral
4755,phí cái lol mày á,Negative
4756,như ốc bươu vàng thì là thảm họa rồi,Negative
4757,cha mẹ là món quà vô giá mà ơn trên ban cho chúng ta . không gì có thể so sánh thay thế được . và cũng chỉ có một mà thôi ...,Positive
4758,loài người thật đáng sợ,Negative
4759,hicc thương em,Negative
4760,khá tàn nhẫn,Negative
4761,êu khiếp chứ thế này chết cả gái lẫn zai thôi,Neutral
4762,làm đéo gì có ai nói chuyện thân thiết với tao đâu mà,Negative
4763,nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,Negative
4764,"chuyện ăn ốc đổ võ cũng đưa vô văn học =.=""",Negative
4765,nó cắn bạo hơn chứ ở đó xạo xạo,Negative
4766,chắc hẳn trước kia em bị đối xử tồi tệ lắm nên mới vậy :(,Negative
4767,tiếng guitar thật tuyệt,Positive
4768,có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ,Negative
4769,đm thằng nào đổi gậy như ý của tao rồi,Negative
4770,trách ai bây giờ đây huhu,Negative
4771,chuẩn không cần chỉnh,Positive
4772,cực phẩm luôn kìa,Positive
4773,per trailer không có tiếng thôi mà đã thấy ghê rồi đó !,Negative
4774,nguy hiểm đến với bao nhiêu bất cứ lúc nào,Negative
4775,cái ngành tài chính của mình có chỗ dụng võ tốt rồi đây :)))),Positive
4776,"mình đang thất tình đéo hiểu sao đi cafe còn toàn tận cùng nỗi nhớ , chạm đáy nỗi đau , đừng như thói quen ... dume :)",Negative
4777,chợt nhận ra mình yếu đuối như một đứa con gái vậy 😢,Negative
4778,sao nó mới vậy,Neutral
4779,"youtuber nhà người ta đấy , làm cho mọi người cười sảng khoái . còn vn thì toàn món ăn không lồ , rồi mấy cái khác người",Negative
4780,điểm thì có hết rồi cần gì quan tâm đề thi nữa,Neutral
4781,"hết thuốc à mấy thằng quằn què , gặp tao thiến cmnl",Negative
4782,"chăn lắm lông , bắp tay thì to ôi tuổi thơ của taoooo :33333",Negative
4783,không nên tin bất cứ 1 người nào cả,Neutral
4784,ngửi mùi hoa sữa xong chia tay :),Neutral
4785,ngồi nhiều quá nhìn họ đau mắt,Negative
4786,đéo nổi . ngày lol nào đi làm về đã mệt rồi . gặp bà nội ở nhà giận với chả hờn còn hơn khách hàng nữa . đụ mẹ mệt mỏi vcllll,Negative
4787,thấy cờ rút trên tờ polime là tim rụng rời liền,Positive
4788,hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),Positive
4789,những trường như thế cho giải tán . cấm tuyển dụng luôn .,Negative
4790,per xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè,Neutral
4791,đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo,Negative
4792,"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1",Negative
4793,điều hối tiếc nhất cấp 3 là chưa kí lên áo của nhau 😢,Negative
4794,buồn thật ấy,Negative
4795,lũ người nhu nhược :),Negative
4796,thông minh 😂,Positive
4797,"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng",Negative
4798,bên trung về mảng tuyên truyền đỉnh ghê luôn á,Neutral
4799,e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌,Negative
